source_variant,model_name,doc_id,system,language_locale,aspect,human_score,raw_output,judge_score,file_name,prompt_id,source_variant_original
prompt_1,qwen/qwen-2.5-7b-instruct,63d411be4c5a409e108fbdce6e3f8689,Mistral-7B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,63d411be4c5a409e108fbdce6e3f8689,Llama-3,English (United States),coherence,7,7,7,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,177682e7e6b3b0b5e4ad47b2fcaa4451,Llama-4-Maverick,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,dff06d843446af8648fc9ff9afacb718,AyaExpanse-32B,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,e164924261a2ff3dddb8d1e0b4e5fdb6,CommandR7B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,13ae1b97872d056d111cbf8dfd1617c2,Llama-3,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,729ece24c8d479efaf9f43a78bcdf42f,CommandA,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,f188e8e224ad837ca63d8472c69cf931,Qwen2,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,fd3d2779b04a00f64e86ebda4403eb34,Gemma-3-12B,English (United States),coherence,7,4,4,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,b400d942abc879906d5d2e7cbf1445b5,Llama-4-Maverick,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,941c034555e30f65555a5ce841836317,Mistral-Medium,English (United States),coherence,4,7,7,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,7a80c8edbaf9cffb15d2a71bb2427672,Llama-4-Maverick,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,104373856e995a074579797ebe34fcb2,Llama-4-Maverick,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,169c53c4e9f905b5a1579bb2c89f80b4,Qwen3-235B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,7a80c8edbaf9cffb15d2a71bb2427672,GPT-4,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,fb2c387e7e5272a43305940219116463,Qwen3-235B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,f188e8e224ad837ca63d8472c69cf931,Mistral-Medium,English (United States),coherence,6,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,9721721aee5763207020928a6be3d9b1,GPT-4,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,619fdd90dcf02a109782351e726f434d,Mistral-7B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,dff06d843446af8648fc9ff9afacb718,CommandR7B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,fd3d2779b04a00f64e86ebda4403eb34,Gemini-2,English (United States),coherence,5,2,2,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,63d411be4c5a409e108fbdce6e3f8689,CommandR7B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,0a3da1ceeb83f664b813bb28f001d766,GPT-4,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,b400d942abc879906d5d2e7cbf1445b5,CommandA,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,b9b10ffcbee1477b164fd32d4ef7fb40,DeepSeek-V3,English (United States),coherence,4,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,0a3da1ceeb83f664b813bb28f001d766,Llama-3,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,729ece24c8d479efaf9f43a78bcdf42f,Claude-4,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,7a80c8edbaf9cffb15d2a71bb2427672,Mistral-7B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,c145f96bc4b6c5d0d18e06e89cb629bd,CommandR7B,English (United States),coherence,7,7,7,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,b9b10ffcbee1477b164fd32d4ef7fb40,GPT-4,English (United States),coherence,6,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,177682e7e6b3b0b5e4ad47b2fcaa4451,CommandR7B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,104373856e995a074579797ebe34fcb2,CommandR7B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,c145f96bc4b6c5d0d18e06e89cb629bd,Qwen2,English (United States),coherence,7,7,7,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,f188e8e224ad837ca63d8472c69cf931,Claude-4,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,13ae1b97872d056d111cbf8dfd1617c2,Mistral-7B,English (United States),coherence,6,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,13ae1b97872d056d111cbf8dfd1617c2,GPT-4,English (United States),coherence,6,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,0a3da1ceeb83f664b813bb28f001d766,CommandR7B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,0a3da1ceeb83f664b813bb28f001d766,AyaExpanse-8B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,9721721aee5763207020928a6be3d9b1,Llama-4-Maverick,English (United States),coherence,7,7,7,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,a8de3aee209e73291020dfca4bc9547d,AyaExpanse-32B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,7a80c8edbaf9cffb15d2a71bb2427672,Gemini-2,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,619fdd90dcf02a109782351e726f434d,DeepSeek-V3,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,63d411be4c5a409e108fbdce6e3f8689,AyaExpanse-8B,English (United States),coherence,7,7,7,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,a8de3aee209e73291020dfca4bc9547d,Qwen3-235B,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,a8de3aee209e73291020dfca4bc9547d,Gemma-3-27B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,6caeb46fd20a0b0f5a9f74da715d8b77,Mistral-7B,English (United States),coherence,7,7,7,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,9071b005524e4661f6718fe829648c22,GPT-4,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,b9b10ffcbee1477b164fd32d4ef7fb40,Mistral-7B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,941c034555e30f65555a5ce841836317,Qwen2,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,b400d942abc879906d5d2e7cbf1445b5,Mistral-7B,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,6caeb46fd20a0b0f5a9f74da715d8b77,Gemma-3-27B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,e164924261a2ff3dddb8d1e0b4e5fdb6,Claude-4,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,a8de3aee209e73291020dfca4bc9547d,CommandR7B,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,b400d942abc879906d5d2e7cbf1445b5,AyaExpanse-32B,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,aec42313c4c01a4d1e2240d54ab41992,GPT-4,English (United States),coherence,6,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,c78e58efb81dc261314dbe9683046b8a,Gemini-2,English (United States),coherence,7,7,7,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,a87d8ce85c5e14f8054f86aaa36f49ad,Qwen2,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,6caeb46fd20a0b0f5a9f74da715d8b77,Qwen3-235B,English (United States),coherence,6,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,cb75a2b7d6041b0ce85ec4218fe2f5e0,Gemma-3-12B,English (United States),coherence,6,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,104373856e995a074579797ebe34fcb2,Mistral-Medium,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,7a80c8edbaf9cffb15d2a71bb2427672,DeepSeek-V3,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,34ff7b0c7d176187b5f56965bc072870,Qwen2,English (United States),coherence,6,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,169c53c4e9f905b5a1579bb2c89f80b4,Llama-3,English (United States),coherence,6,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,177682e7e6b3b0b5e4ad47b2fcaa4451,AyaExpanse-32B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,e4c27cfc2c87eba9a17d237c0988dcbd,Mistral-Medium,English (United States),coherence,7,7,7,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,177682e7e6b3b0b5e4ad47b2fcaa4451,Gemini-2,English (United States),coherence,7,7,7,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,fd3d2779b04a00f64e86ebda4403eb34,Qwen2,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,a8de3aee209e73291020dfca4bc9547d,Mistral-Medium,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,13ae1b97872d056d111cbf8dfd1617c2,CommandA,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,fd3d2779b04a00f64e86ebda4403eb34,Claude-4,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,e91353a8c4dde03994b2cbfb5521172e,Qwen2,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,13ae1b97872d056d111cbf8dfd1617c2,Qwen3-235B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,fd3d2779b04a00f64e86ebda4403eb34,Gemma-3-27B,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,177682e7e6b3b0b5e4ad47b2fcaa4451,Mistral-Medium,English (United States),coherence,6,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,177682e7e6b3b0b5e4ad47b2fcaa4451,Qwen2,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,a87d8ce85c5e14f8054f86aaa36f49ad,CommandA,English (United States),coherence,4,2,2,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,f188e8e224ad837ca63d8472c69cf931,Gemma-3-27B,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,dff06d843446af8648fc9ff9afacb718,GPT-4,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,dff06d843446af8648fc9ff9afacb718,AyaExpanse-8B,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,0a3da1ceeb83f664b813bb28f001d766,DeepSeek-V3,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,fdefc09bc79c168c6ee59c351ac5db78,CommandA,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,f188e8e224ad837ca63d8472c69cf931,Qwen3-235B,English (United States),coherence,6,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,b400d942abc879906d5d2e7cbf1445b5,Claude-4,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,362fcdcfe450161abe0dfc24f108c8a9,Claude-4,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,c78e58efb81dc261314dbe9683046b8a,GPT-4,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,b400d942abc879906d5d2e7cbf1445b5,Gemma-3-12B,English (United States),coherence,7,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,6caeb46fd20a0b0f5a9f74da715d8b77,Gemma-3-12B,English (United States),coherence,6,5,5,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
prompt_1,qwen/qwen-2.5-7b-instruct,169c53c4e9f905b5a1579bb2c89f80b4,Claude-4,English (United States),coherence,7,6,6,openrouter_aspect_specific_prompt_full_english_1.csv,prompt_1,openrouter_qwen/qwen-2.5-7b-instruct_aspect_specific_rubric_prompt
